LandsatID,Hylak_id,date,Aerosol,Blue,Red,Green,Nir,Swir1,Swir2,TIR1,TIR2,sat,pCount_dswe1,pCount_dswe3,year,dWL,month,doy,period,lakeid,fui,season
2_LC08_024030_20160919,111106,2016-09-19,217,316.0062879994824,350.8649220252246,422.58906439681556,636.6573873900734,73.02847138723943,40.85322146042202,60.97586381219753,2915,l8,46,0,2016,559,Sep,263,"(2014,2017]",WI,9,Fall (so)
2_LC08_024030_20161106,111106,2016-11-06,150,250.84518730901468,236.01593009956082,297.71569646348445,191.9276757065045,85.9774087405595,58.53086739268938,150.17486160995304,2854,l8,50,0,2016,543,Nov,311,"(2014,2017]",WI,8,NA
2_LC08_024030_20170602,111106,2017-06-02,273,435.3781691736783,442.0721842349859,690.403549098569,313.43327049852223,137.91593642836975,94.41912732745449,62.165488480615295,2919,l8,50,0,2017,550,Jun,153,"(2014,2017]",WI,9,Summer (jja)
2_LC08_024030_20170704,111106,2017-07-04,229,343.74305960160524,310.0947070694345,444.0321757965841,324.8942052577912,144.71546800037908,103.26329226573053,58.594151623341986,2907,l8,50,0,2017,539,Jul,185,"(2014,2017]",WI,8,Summer (jja)
2_LC08_024030_20170720,111106,2017-07-20,106,236.28091442639723,238.64170406276963,374.6293533917842,242.30949997179133,70.66344678242689,44.86173484221734,37.01097080242789,2930,l8,50,0,2017,549,Jul,201,"(2014,2017]",WI,8,Summer (jja)
2_LC08_024030_20170922,111106,2017-09-22,235,365.23753227842417,408.6317683370503,609.7595511202364,237.6454890397228,63.54867015182736,33.382859768934324,35.804106169868646,2942,l8,50,0,2017,554,Sep,265,"(2014,2017]",WI,9,Fall (so)
2_LC08_024030_20171008,111106,2017-10-08,142,245.64716895373212,238.11665067931577,332.314777215544,169.494748856871,50.428154107764186,26.45716471133995,97.47248647000788,2895,l8,50,0,2017,547,Oct,281,"(2014,2017]",WI,8,Fall (so)
2_LC08_024030_20171125,111106,2017-11-25,174,261.22953177216755,191.71339374550388,282.8443915630353,165.35092340534564,58.193192719218345,31.077492250871583,256.6612067825881,2760,l8,50,0,2017,503,Nov,329,"(2014,2017]",WI,6,NA
2_LC08_024030_20180317,111106,2018-03-17,1364,1422.1541338346678,1352.6797482914046,1422.308622414028,944.2882275040911,128.80392109464623,101.05704728286457,281.53762361041936,2723,l8,50,0,2018,538,Mar,76,"(2017,2020]",WI,8,NA
2_LC08_024030_20180504,111106,2018-05-04,120,241.48594813012716,261.1710330054192,353.9906617593347,231.80893583763665,131.0868506321176,96.63496481372657,119.45143265815022,2873,l8,50,0,2018,554,May,124,"(2017,2020]",WI,9,Spring (am)
2_LC08_024030_20180605,111106,2018-06-05,247,340.6668083690161,262.2166270634662,364.80773035255424,321.45897661394406,124.80089275383976,80.49769965315551,81.0878338837133,2899,l8,50,0,2018,504,Jun,156,"(2017,2020]",WI,6,Summer (jja)
2_LC08_024030_20180707,111106,2018-07-07,302.5,412.5877757857086,408.1233967650028,537.4318958852974,409.36332431874393,214.86564685776017,160.56369483547354,21.2576964266309,2951,l8,50,0,2018,550,Jul,188,"(2017,2020]",WI,9,Summer (jja)
2_LC08_024030_20180723,111106,2018-07-23,137.5,277.29445661812343,278.3973995633956,410.86936049033085,393.04945702669687,159.90635640501225,122.4315424580014,45.43603661148745,2928,l8,50,0,2018,549,Jul,204,"(2017,2020]",WI,8,Summer (jja)
2_LC08_024030_20180808,111106,2018-08-08,299,390.22752418269454,330.77740346576616,494.0108860438167,281.76583552093905,66.51675207377333,36.834915731399605,49.034464840983674,2922,l8,50,0,2018,531,Aug,220,"(2017,2020]",WI,8,Summer (jja)
2_LC08_024030_20180909,111106,2018-09-09,125,221.68608580387598,200.70825951197867,273.90918792140496,190.74961116079763,48.03193337736197,21.824047167266798,83.43834994697909,2902,l8,50,0,2018,538,Sep,252,"(2017,2020]",WI,8,Fall (so)
2_LC08_024030_20190421,111106,2019-04-21,122,243.56687033519395,264.3072067244332,449.87063654192724,151.71042869659394,68.88752333329977,48.860455876785544,153.5516331576273,2841,l8,50,0,2019,551,Apr,111,"(2017,2020]",WI,9,Spring (am)
2_LC08_024030_20190523,111106,2019-05-23,342.5,474.1920029061095,456.69585473319876,562.8930918479496,436.78927840184735,292.43887503821287,236.31126489063885,135.45680603332858,2861,l8,50,0,2019,547,May,143,"(2017,2020]",WI,8,Spring (am)
2_LC08_024030_20190608,111106,2019-06-08,296.5,447.50077504440446,439.0412732529918,650.6597774322549,287.53989981390987,132.22708397484314,96.08130520788998,32.783352929274315,2945,l8,50,0,2019,548,Jun,159,"(2017,2020]",WI,8,Summer (jja)
2_LC08_024030_20190710,111106,2019-07-10,184,282.9859107910197,251.75155965608616,353.00660184825944,259.758123899379,109.84445481397807,73.20919583874257,23.08246263108913,2944,l8,50,0,2019,536,Jul,191,"(2017,2020]",WI,8,Summer (jja)
2_LC08_024030_20190827,111106,2019-08-27,157,253.4427349557294,222.34147153951702,331.3281871615988,245.80445638690924,68.29513837492068,34.53434446503993,66.91577764755175,2916,l8,50,0,2019,536,Aug,239,"(2017,2020]",WI,8,Summer (jja)
2_LC08_024030_20191014,111106,2019-10-14,133.5,236.28091442639723,214.964104259344,343.15967738033135,175.40832327251792,44.43144515170808,20.663769343038894,196.77730467587162,2809,l8,50,0,2019,542,Oct,287,"(2017,2020]",WI,8,Fall (so)
2_LC08_024030_20191115,111106,2019-11-15,358,503.77610858682226,588.8408169735605,683.3213259804705,699.8861879519775,98.24509322510364,144.57442172446102,291.76323567420286,2720,l8,50,0,2019,562,Nov,319,"(2017,2020]",WI,10,NA
2_LC08_024030_20200509,111106,2020-05-09,278,407.00478669463945,370.87531889729985,551.3734992411677,253.94918207573915,104.63490136356806,73.20919583874257,154.67558177217234,2842,l8,50,0,2020,541,May,130,"(2017,2020]",WI,8,Spring (am)
2_LC08_024030_20200525,111106,2020-05-25,311,474.1920029061095,410.664747579301,652.5569382475569,374.41106840540493,167.1671260653231,104.36521569423773,99.80001591441851,2879,l8,50,0,2020,537,May,146,"(2017,2020]",WI,8,Spring (am)
